1902,"GULFPORT, MS"
1903,"PASCAGOULA, MS"
1904,"BIRMINGHAM, AL"
1910,"HUNTSVILLE, AL"
2001,"MORGAN CITY, LA"
2002,"NEW ORLEANS, LA"
2003,"LITTLE ROCK, AR"
2004,"BATON ROUGE, LA"
2006,"MEMPHIS, TN"
2007,"NASHVILLE, TN"
2008,"CHATTANOOGA, TN"
2010,"GRAMERCY, LA"
2011,"GREENVILLE, MS"
2015,"VICKSBURG, MS"
2016,"KNOXVILLE, TN"
2017,"LAKE CHARLES, LA"
2018,"SHREVEPORT/BOSSIER CITY, LA"
2027,"TRI-CITIES AIRPORT, TN"
2095,"FEDEX, MEMPHIS, TN"
2101,"PORT ARTHUR, TX"
2102,"SABINE, TX"
2103,"ORANGE, TX"
2104,"BEAUMONT, TX"
2301,"BROWNSVILLE, TX"
2302,"DEL RIO, TX"
2303,"EAGLE PASS, TX"
2304,"LAREDO, TX"
2305,"HIDALGO, PHARR, TX"
2307,"RIO GRANDE CITY, TX"
2309,"PROGRESO, TX"
2310,"ROMA, TX"
2383,"VALLEY INTL AIRPORT, HARLINGEN, TX"
2401,"YSLETA, TX"
2402,"EL PASO, TX"
2403,"PRESIDIO, TX"
2404,"FABENS, TX"
2406,"COLUMBUS, NM"
2407,"ALBUQUERQUE, NM"
2408,"SANTA TERESA, NM"
2481,"SANTA TERESA AIRPORT, NM"
2501,"SAN DIEGO, CA"
2502,"ANDRADE, CA"
2503,"CALEXICO, CA"
2504,SAN YSIDRO
2505,"TECATE, CA"
2506,OTAY MESA
2507,CALEXICO-EAST
2601,"DOUGLAS, AZ"
2602,"LUKEVILLE, AZ"
2603,"NACO, AZ"
2604,"NOGALES, AZ"
2605,"PHOENIX, AZ"
2606,"SASABE, AZ"
2608,"SAN LUIS, AZ"
2609,"TUCSON, AZ"
2704,"LOS ANGELES, CA"
2709,"LONG BEACH, CA"
2712,"VENTURA, CA"
2713,"PORT HUENEME, CA"
2715,"CAPITAN, CA"
2719,"MORRO BAY, CA"
2721,"ONTARIO INTL AIRPORT, CA"
2722,"LAS VEGAS, NV"
2770,"DHL, LOS ANGELES, CA"
2775,"TNT EXPRESS, LAX, CA"
2776,IBC PACIFIC
2786,"MEADOWS FIELD AIRPORT, CA"
2791,"LOS ANGELES, CA"
2795,"UPS-ONTARIO, CA"
2801,"SAN FRANCISCO INTL ARPT, CA"
2802,"EUREKA, CA"
2803,"FRESNO, CA"
2805,"MONTEREY, CA"
2809,"SAN FRANCISCO, CA"
2810,"STOCKTON, CA"
2811,"OAKLAND, CA"
2812,"RICHMOND,CA"
2815,"CROCKETT,CA"
2820,"MARTINEZ,CA"
2821,"REDWOOD CITY,CA"
2827,"SELBY,CA"
2828,"SAN JUAQUIN RIVER,CA"
2829,"SAN PABLO BAY,CA"
2830,"CARQUINEZ STRAIT,CA"
2833,"RENO, NV"
2834,"SAN JOSE INTL AIRPORT, CA"
2835,"SACRAMENTO INT'L AIRPORT, CA"
2871,AIRCARGO HANDLING SERVIC
2895,"FEDEX, OAKLAND, CA"
2901,"ASTORIA, OR"
2902,"NEWPORT, OR"
2903,"COOS BAY, OR"
2904,"PORTLAND, OR"
2905,"LONGVIEW, WA"
2907,"BOISE, ID"
2908,"VANCOUVER, WA"
2909,"KALAMA, WA"
2910,"PORTLAND INTL AIRPORT, OR"
3001,"SEATTLE, WA"
3002,"TACOMA, WA"
3003,"ABERDEEN, WA"
3004,"BLAINE, WA"
3005,"BELLINGHAM, WA"
3006,"EVERETT, WA"
3007,"PORT ANGELES, WA"
3008,"PORT TOWNSEND, WA"
3009,"SUMAS, WA"
3010,"ANACORTES, WA"
3011,"NIGHTHAWK, WA"
3012,"DANVILLE, WA"
3013,"FERRY, WA"
3014,"FRIDAY HARBOR, WA"
3015,"BOUNDARY, WA"
3016,"LAURIER, WA"
3017,"POINT ROBERTS, WA"
3018,"KENMORE AIR HARBOR, WA"
3019,"OROVILLE, WA"
3020,"FRONTIER, WA"
3022,"SPOKANE, WA"
3023,"LYNDEN, WA"
3025,METALINE FALLS
3026,"OLYMPIA, WA"
3029,SEATTLE-TACOMA INTL ARPT
3071,"UPS, SEATTLE, WA"
3072,AVION BROKERS @ SEATAC
3073,DHL WORLDWIDE EXPRESS
3074,AIRBORNE EXPRESS @SEATAC
3082,GRANT COUNTY AIRPORT
3095,"UPS COURIER HUB, SEATTLE, WA"
3101,"JUNEAU, AK"
3102,"KETCHIKAN, AK"
3103,"SKAGWAY, AK"
3104,"ALCAN, AK"
3105,"WRANGELL, AK"
3106,"DALTON CACHE, AK"
3111,"FAIRBANKS, AK"
3115,"SITKA, AK"
3126,"ANCHORAGE, AK"
3195,"FEDEX, ANCHORAGE, AK"
3196,"UPS COURIER HUB, ANCHORAGE, AK"
3201,"HONOLULU, HI"
3202,"HILO, HI"
3203,"KAHULUI, HI"
3204,"NAWILIWILI-PORT ALLEN,HI"
3205,"HONOLULU INTL AIRPRT, HI"
3206,"KONA, HI"
3279,"FEDEX CORP HONOLULU, HI"
3301,"RAYMOND, MT"
3302,"EASTPORT, ID"
3303,"SALT LAKE CITY, UT"
3304,"GREAT FALLS, MT"
3305,"BUTTE, MT"
3306,"TURNER, MT"
3307,"DENVER, CO"
3308,"PORTHILL, ID"
3309,"SCOBY, MT"
3310,"SWEETGRASS, MT"
3316,"PIEGAN, MT"
3317,"OPHEIM, MT"
3318,"ROOSVILLE, MT"
3319,"MORGAN, MT"
3321,"WHITLASH, MT"
3322,"DEL BONITA, MT"
3323,"WILDHORSE, MT"
3324,KALISPELL AIRPORT
3325,"WILLOW CREEK, HAVRE, MT"
3384,"ARAPAHOE COUNTY PUBLIC AIRPORT, CO"
3385,EAGLE COUNTY REGIONAL AIRPORT
3386,"BOZEMAN YELLOWSTONE USER FEE AIRPORT, BELGRADE, MT"
3401,"PEMBINA, ND"
3403,"PORTAL, ND"
3404,"NECHE, ND"
3405,"ST JOHN, ND"
3406,"NORTHGATE, ND"
3407,"WALHALLA, ND"
3408,"HANNAH, ND"
3409,"SARLES, ND"
3410,"AMBROSE, ND"
3411,"FARGO,ND"
3413,"ANTLER, ND"
3414,"SHERWOOD, ND"
3415,"HANSBORO, ND"
3416,"MAIDA, ND"
3417,"FORTUNA, ND"
3419,"WESTHOPE, ND"
3420,"NOONAN, ND"
3421,"CARBURY, ND"
3422,"DUNSEITH, ND"
3423,"WARROAD, MN"
3424,"BAUDETTE, MN"
3425,"PINECREEK, MN"
3426,"ROSEAU, MN"
3427,"GRAND FORKS, ND"
3430,"LANCASTER, MN"
3433,"WILLISTON AIRPORT, ND"
3434,"MINOT AIRPORT, ND"
3501,"MINNEAPOLIS-ST. PAUL, MN"
3502,"SIOUX FALLS, S.D."
3510,"DULUTH, MN-SUPERIOR, WI"
3511,"ASHLAND, WI"
3512,"OMAHA, NE"
3513,"DES MOINES, IA"
3581,"ROCHESTER USER FEE AIRP, ROCHESTER, MN"
3604,"INTERNATIONAL FALLS, MN"
3613,"GRAND PORTAGE, MN"
3701,"MILWAUKEE, WI"
3702,"MARINETTE, WI"
3703,"GREEN BAY, WI"
3706,"MANITOWOC, WI"
3708,"RACINE, WI"
3801,"DETROIT, MI"
3802,"PORT HURON, MI"
3803,"SAULT STE. MARIE, MI"
3804,"SAGINAW/BAY CITY, MI"
3805,"BATTLE CREEK, MI"
3806,"GRAND RAPIDS, MI"
3807,"DETROIT METRO AIRPORT, DETROIT, MI"
3808,"ESCANABA, MI"
3809,"MARQUETTE, MI"
3814,"ALGONAC, MI"
3815,"MUSKEGON, MI"
3816,"GRAND HAVEN, MI"
3818,"ROGERS CITY, MI"
3819,"DETOUR, MI"
3842,"PRESQUE ISLE, MI"
3843,"ALPENA, MI"
3881,OAKLAND/PONTIAC AIRPORT
3882,WILLOW RUN AIRPORT
3883,"CAPITAL REGION INTL AIRPORT, LANSING, MI"
3901,"CHICAGO, IL"
3902,"PEORIA, IL"
3905,"GARY, IN"
3908,DAVENPORT-ROCK ISLAND
3909,GREATER ROCKFORD AIRPORT
3910,"CHICAGO MIDWAY INT'L AIRPORT, IL"
3971,"TNT EXPRESS CONSIGNMENT, CHICAGO, IL"
3983,"CHICAGO EXECUTIVE AIRPORT, IL"
3984,"DUPAGE AIRPORT, IL"
3987,"UFA UI WILLARD AIRPORT, SAVOY, IL"
4101,"CLEVELAND, OH"
4102,"CINCINNATI, OH"
4103,"COLUMBUS, OH"
4104,"DAYTON, OH"
4105,"TOLEDO, OH"
4106,"ERIE, PA"
4110,"INDIANAPOLIS, IN"
4115,"LOUISVILLE, KY"
4116,"OWENSBORO, KY"
4117,"HURON, OH"
4121,"LORAIN, OH"
4122,"ASHTABULA/CONNEAUT, OH"
4183,FORT WAYNE AIRPORT
4184,BLUE GRASS AIRPORT
4196,UPS COURIER
4197,"DHL CINCINNATI, OH"
4198,"FEDEX, INDIANAPOLIS, IN"
4501,"KANSAS CITY, MO"
4502,"ST JOSEPH, MO"
4503,"ST LOUIS, MO"
4504,"WICHITA, KS"
4505,"SPRINGFIELD, MO"
4581,"MIDAMERICAN AIRPORT, IL"
4601,"NEWARK, NJ"
4602,"PERTH AMBOY, NJ"
4670,"UPS, NEWARK, NJ"
4671,"FEDEX ECCF, NEWARK, NJ"
4681,"MORRISTOWN AIRPORT, NJ"
4701,"JOHN F KENNEDY INTL AIRPORT, NY"
4771,"NYACC, JAMAICA, NY"
4772,"DHL AIRWAYS, JAMAICA, NY"
4773,"MICOM, JAMAICA, NY"
4774,"AIR FRANCE (MACH PLUS), JAMAICA, NY"
4778,"TNT SKYPAK, JAMAICA, NY"
4901,"AGUADILLA, PR"
4904,"FAJARDO, PR"
4907,"MAYAGUEZ, PR"
4908,"PONCE, PR"
4909,"SAN JUAN, PR"
4913,"SAN JUAN INTL AIRPORT, PR"
4952,ST. THOMAS VI BORDER PATROL
5101,"CHARLOTTE AMALIE, VI"
5102,"CRUZ BAY, VI"
5104,"CHRISTIANSTED, VI"
5105,"FREDERIKSTED, VI"
5201,"MIAMI, FL"
5202,"KEY WEST, FL"
5203,"PORT EVERGLADES, FL"
5204,"WEST PALM BEACH, FL"
5205,"FORT PIERCE, FL"
5206,MIAMI INTL AIRPORT
5210,FT. LAUDERDALE-HOLLYWOOD INTL AIRP
5295,"UPS COURIER HUB, MIAMI, FL"
5296,"DHL WORLDWIDE EXPRESS, MIAMI, FL"
5297,"FEDEX COURIER HUB, MIAMI, FL"
5298,"IBC COURIER HUB, FL"
5301,"HOUSTON, TX"
5306,"TEXAS CITY, TX"
5309,"HOUSTON INTERCONTL AIRP, TX"
5310,"GALVESTON, TX"
5311,"FREEPORT, TX"
5312,"CORPUS CHRISTI, TX"
5313,"PORT LAVACA, TX"
5381,"SUGAR LAND REG AIRP, SUGAR LAND, TX"
5401,"WASHINGTON, DC"
5402,"ALEXANDRIA, VA"
5501,"DALLAS/FT. WORTH, TX"
5502,"AMARILLO, TX"
5503,"LUBBOCK, TX"
5504,"OKLAHOMA CITY, OK"
5505,"TULSA, OK"
5506,"AUSTIN, TX"
5507,"SAN ANTONIO, TX"
5582,"MIDLAND INTL AIRPORT, MIDLAND, TX"
5583,"FORTH WORTH ALLIANCE  AIRP, TX"
5584,"ADDISON AIRPORT, ADDISON, TX"
5588,"DALLAS LOVE FIELD USER FEE AIRP, DALLAS, TX"
